address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
432 Bigham St,Mt Washington,PA,15211,168000,NA,3.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/432-Bigham-St-Mt-Washington-PA-15211/2096959194_zpid/
501 Grandview Ave # 3001,Pittsburgh,PA,15211,898800,2000.0,2.0,3.0,39,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/501-Grandview-Ave-3001-Pittsburgh-PA-15211/119343978_zpid/
1 Trimont Lane 580e # 580E,Mt Washington,PA,15211,415000,NA,2.0,2.0,363,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Lane-580e-580E-Mt-Washington-PA-15211/2098833960_zpid/
Virginia Ave,Pittsburgh,PA,15211,108000,960.0,2.0,1.0,501,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124885222_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Paul St,Pittsburgh,PA,15211,NA,1408.0,3.0,1.0,190,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101562_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
150 Labelle St,Mt Washington,PA,15211,429900,NA,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/150-Labelle-St-Mt-Washington-PA-15211/2095890029_zpid/
305 Clarence St,Pittsburgh,PA,15211,119900,NA,2.0,2.0,235,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-Clarence-St-Pittsburgh-PA-15211/11585507_zpid/
112 Kathleen St,Pittsburgh,PA,15211,149900,NA,0,NA,252,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/112-Kathleen-St-Pittsburgh-PA-15211/11516936_zpid/
Dilworth St,Pittsburgh,PA,15211,55000,1772.0,3.0,1.0,409,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125772192_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1750 Rutledge St,Pittsburgh,PA,15211,299900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1750-Rutledge-St-Pittsburgh-PA-15211/11585181_zpid/
467 Wyola St,Mt Washington,PA,15211,530000,NA,3.0,5.0,162,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/467-Wyola-St-Mt-Washington-PA-15211/2099334264_zpid/
308 Oneida St,Pittsburgh,PA,15211,179900,NA,4.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/308-Oneida-St-Pittsburgh-PA-15211/11586171_zpid/
1 Trimont Ln APT 540C,Pittsburgh,PA,15211,430000,1786.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Ln-APT-540C-Pittsburgh-PA-15211/11585922_zpid/
730 Boggs Ave,Pittsburgh,PA,15211,79900,NA,2.0,1.0,282,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/730-Boggs-Ave-Pittsburgh-PA-15211/11323769_zpid/
1 Trimont Lane 840c # 840C,Pittsburgh,PA,15211,435000,NA,2.0,2.0,43,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Lane-840c-840C-Pittsburgh-PA-15211/2094993165_zpid/
Ruxton St,Pittsburgh,PA,15211,NA,1524.0,3.0,1.0,381,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Ruxton-St-Pittsburgh-PA-15211/125839732_zpid/
128 Tuscola St,Pittsburgh,PA,15211,215000,NA,3.0,2.0,111,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/128-Tuscola-St-Pittsburgh-PA-15211/11516966_zpid/
810 Southern Ave,Pittsburgh,PA,15211,167500,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/810-Southern-Ave-Pittsburgh-PA-15211/11324233_zpid/
1 Trimont Lane 540 C # 540 C,Pittsburgh,PA,15211,430000,NA,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Lane-540-C-540-C-Pittsburgh-PA-15211/2096401036_zpid/
1000 Grandview Ave APT 302,Pittsburgh,PA,15211,269900,NA,2.0,1.0,266,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1000-Grandview-Ave-APT-302-Pittsburgh-PA-15211/11585798_zpid/
225 Meridan St,Pittsburgh,PA,15211,479900,NA,3.0,3.0,104,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-Meridan-St-Pittsburgh-PA-15211/11586356_zpid/
501 Grandview Ave APT 1002,Pittsburgh,PA,15211,598000,NA,2.0,2.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/501-Grandview-Ave-APT-1002-Pittsburgh-PA-15211/2095367902_zpid/
440 William St,Mount Washington,PA,15211,767000,NA,NA,NA,38,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/440-William-St-Mount-Washington-PA-15211/11516288_zpid/
1 Trimont Ln APT 840C,Pittsburgh,PA,15211,435000,NA,2.0,2.0,43,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Ln-APT-840C-Pittsburgh-PA-15211/11585928_zpid/
1 Trimont Ln # 860/870D,Mt Washington,PA,15211,1225000,NA,4.0,4.0,215,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Ln-860-870D-Mt-Washington-PA-15211/2097013532_zpid/
288 Paul St,Pittsburgh,PA,15211,139500,2850.0,0,NA,531,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/288-Paul-St-Pittsburgh-PA-15211/11323526_zpid/
25 Kohlmeyers Ln,Pittsburgh,PA,15211,215000,NA,2.0,1.0,244,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-Kohlmeyers-Ln-Pittsburgh-PA-15211/11516968_zpid/
1 Trimont Lane 410a # 410A,Mt Washington,PA,15211,399500,NA,2.0,2.0,252,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Trimont-Lane-410a-410A-Mt-Washington-PA-15211/2097463311_zpid/
151 Cohassett St,Pittsburgh,PA,15211,269900,NA,2.0,3.0,375,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/151-Cohassett-St-Pittsburgh-PA-15211/72262455_zpid/
21 Kohlmeyers Ln,Pittsburgh,PA,15211,215000,1576.0,3.0,2.0,244,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-Kohlmeyers-Ln-Pittsburgh-PA-15211/11516939_zpid/
1000 Grandview Ave APT 804,Pittsburgh,PA,15211,329900,NA,2.0,2.0,256,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1000-Grandview-Ave-APT-804-Pittsburgh-PA-15211/11585844_zpid/
One Trimont Lane 620b # 620B,Mt Washington,PA,15211,449000,NA,2.0,2.0,158,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/One-Trimont-Lane-620b-620B-Mt-Washington-PA-15211/2096301566_zpid/
501 Grandview Ave # 2001,Mt Washington,PA,15211,696888,NA,2.0,2.0,248,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/501-Grandview-Ave-2001-Mt-Washington-PA-15211/2105678663_zpid/
1102 Woodland Ave,Pittsburgh,PA,15212,84900,1912.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1102-Woodland-Ave-Pittsburgh-PA-15212/11498396_zpid/
3220 California Ave,Pittsburgh,PA,15212,34000,NA,3.0,2.0,1,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/3220-California-Ave-Pittsburgh-PA-15212/11604354_zpid/
California Ave,Pittsburgh,PA,15212,NA,2022.0,4.0,1.5,190,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/California-Ave-Pittsburgh-PA-15212/127101692_zpid/
1116 Haslage Ave,Pittsburgh,PA,15212,75000,1080.0,2.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1116-Haslage-Ave-Pittsburgh-PA-15212/11394382_zpid/
1002 Cedar Ave,Pittsburgh,PA,15212,639000,NA,4.0,5.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1002-Cedar-Ave-Pittsburgh-PA-15212/11388841_zpid/
1534 Monterey St,Pittsburgh,PA,15212,349000,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1534-Monterey-St-Pittsburgh-PA-15212/11387695_zpid/
1819 Viruth St,Pittsburgh,PA,15212,145000,NA,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1819-Viruth-St-Pittsburgh-PA-15212/11268828_zpid/
1402 Orchlee St,Pittsburgh,PA,15212,259900,2064.0,4.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1402-Orchlee-St-Pittsburgh-PA-15212/11269405_zpid/
1206 Success St,Pittsburgh,PA,15212,44300,1337.0,2.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1206-Success-St-Pittsburgh-PA-15212/11499423_zpid/
1103 Woods Run Ave,Pittsburgh,PA,15212,12000,952.0,2.0,1.0,6,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1103-Woods-Run-Ave-Pittsburgh-PA-15212/11605776_zpid/
4005 Cambronne St,Pittsburgh,PA,15212,159900,NA,3.0,1.5,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4005-Cambronne-St-Pittsburgh-PA-15212/11268541_zpid/
3227 Central Ave,Pittsburgh,PA,15212,27300,1088.0,2.0,1.0,5,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/3227-Central-Ave-Pittsburgh-PA-15212/11605895_zpid/
1116 Success St,Pittsburgh,PA,15212,39900,NA,3.0,1.5,18,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1116-Success-St-Pittsburgh-PA-15212/11499461_zpid/
1024 Davis Ave,Pittsburgh,PA,15212,350000,NA,4.0,3.0,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1024-Davis-Ave-Pittsburgh-PA-15212/11270149_zpid/
1246 Benton Ave,Pittsburgh,PA,15212,124890,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1246-Benton-Ave-Pittsburgh-PA-15212/11268908_zpid/
219 Jacksonia St,Pittsburgh,PA,15212,239000,NA,2.0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/219-Jacksonia-St-Pittsburgh-PA-15212/11387976_zpid/
404 Cedar Ave APT 5,Pittsburgh,PA,15212,199000,NA,2.0,2.0,14,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/404-Cedar-Ave-APT-5-Pittsburgh-PA-15212/2094663163_zpid/
Ingham St,Pittsburgh,PA,15212,NA,1747.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926755_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7 Nettie,Spring Hill,PA,15212,69900,NA,3.0,2.0,28,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Nettie-Spring-Hill-PA-15212/2094827335_zpid/
3605 California Ave A # A,Pittsburgh,PA,15212,121900,NA,1.0,1.0,24,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/3605-California-Ave-A-A-Pittsburgh-PA-15212/2097935387_zpid/
1351 Diana Pl,Pittsburgh,PA,15212,55000,1699.0,3.0,1.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1351-Diana-Pl-Pittsburgh-PA-15212/11394621_zpid/
Lowrie St,Pittsburgh,PA,15212,NA,1485.0,2.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926758_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Graib St,Pittsburgh,PA,15212,NA,1456.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926719_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1156 Woods Run Ave,Pittsburgh,PA,15212,55000,NA,3.0,1.0,23,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1156-Woods-Run-Ave-Pittsburgh-PA-15212/11606003_zpid/
Cowley St,Pittsburgh,PA,15212,NA,1280.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926759_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Harbor St,Pittsburgh,PA,15212,NA,1120.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926757_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1471 Benton Ave,Pittsburgh,PA,15212,119000,1320.0,3.0,1.5,101,Auction,http://www.zillow.com/homes/for_sale//homedetails/1471-Benton-Ave-Pittsburgh-PA-15212/11269327_zpid/
Benton Ave,Pittsburgh,PA,15212,NA,1320.0,3.0,1.5,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128925432_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2469 Toner St,Pittsburgh,PA,15212,34999,1032.0,2.0,1.0,14,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2469-Toner-St-Pittsburgh-PA-15212/11498978_zpid/
3434 Sipe St,Pittsburgh,PA,15212,45000,NA,2.0,1.0,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3434-Sipe-St-Pittsburgh-PA-15212/11603924_zpid/
3728 Wapello St,Pittsburgh,PA,15212,215000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3728-Wapello-St-Pittsburgh-PA-15212/11269969_zpid/
1200 Benton Ave,Pittsburgh,PA,15212,119900,NA,3.0,2.0,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1200-Benton-Ave-Pittsburgh-PA-15212/11268937_zpid/
1424 Beckham St,Pittsburgh,PA,15212,64500,NA,3.0,1.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1424-Beckham-St-Pittsburgh-PA-15212/11604216_zpid/
5 Nettie,Spring Hill,PA,15212,69900,NA,2.0,1.0,28,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Nettie-Spring-Hill-PA-15212/2094827336_zpid/
500 Armandale St,Pittsburgh,PA,15212,314900,NA,3.0,2.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/500-Armandale-St-Pittsburgh-PA-15212/11387623_zpid/
1403 Arch St,Pittsburgh,PA,15212,259000,NA,3.0,1.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1403-Arch-St-Pittsburgh-PA-15212/11388584_zpid/
3605 California Ave # A,Pittsburgh,PA,15212,121900,NA,1.0,1.0,24,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3605-California-Ave-A-Pittsburgh-PA-15212/87986795_zpid/
4021 California Ave,Pittsburgh,PA,15212,185000,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4021-California-Ave-Pittsburgh-PA-15212/11268702_zpid/
2109 Hyena Way,Pittsburgh,PA,15212,15000,NA,3.0,1.0,103,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2109-Hyena-Way-Pittsburgh-PA-15212/11375428_zpid/
2911 Cake Way,Pittsburgh,PA,15212,6000,2000.0,0,NA,32,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2911-Cake-Way-Pittsburgh-PA-15212/2104387920_zpid/
908 Madison Ave,Pittsburgh,PA,15212,19000,NA,3.0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/908-Madison-Ave-Pittsburgh-PA-15212/11395189_zpid/
1207 Dickson St,Pittsburgh,PA,15212,16900,1925.0,4.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1207-Dickson-St-Pittsburgh-PA-15212/11498452_zpid/
21 Alpine Ave,Pittsburgh,PA,15212,295000,2000.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-Alpine-Ave-Pittsburgh-PA-15212/11387947_zpid/
604 W North Ave,Pittsburgh,PA,15212,2500000,NA,8.0,11.0,154,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/604-W-North-Ave-Pittsburgh-PA-15212/2103079585_zpid/
3147 Brighton Rd,Pittsburgh,PA,15212,24900,3220.0,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3147-Brighton-Rd-Pittsburgh-PA-15212/11605934_zpid/
4015 Oswald St,Pittsburgh,PA,15212,59900,NA,4.0,1.0,140,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/4015-Oswald-St-Pittsburgh-PA-15212/11268658_zpid/
Oswald St,Pittsburgh,PA,15212,NA,1752.0,4.0,1.0,190,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Oswald-St-Pittsburgh-PA-15212/127101544_zpid/
2803 Mcdowell St,Pittsburgh,PA,15212,12000,NA,2.0,1.0,43,Auction,http://www.zillow.com/homes/for_sale//homedetails/2803-Mcdowell-St-Pittsburgh-PA-15212/11498386_zpid/
3544 Gerber Ave,Pittsburgh,PA,15212,134900,1440.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3544-Gerber-Ave-Pittsburgh-PA-15212/11603792_zpid/
1610 Brighton Rd,Pittsburgh,PA,15212,174500,NA,4.0,2.0,103,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1610-Brighton-Rd-Pittsburgh-PA-15212/121887260_zpid/
1614 Davis Ave,Pittsburgh,PA,15212,110000,3128.0,4.0,2.0,81,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1614-Davis-Ave-Pittsburgh-PA-15212/11603614_zpid/
3128 Brighton Rd,Pittsburgh,PA,15212,82500,NA,3.0,3.0,194,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3128-Brighton-Rd-Pittsburgh-PA-15212/92380950_zpid/
1508 Arch St,Pittsburgh,PA,15212,109000,1280.0,4.0,2.0,4576,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1508-Arch-St-Pittsburgh-PA-15212/11387935_zpid/
1154 Voskamp St,Pittsburgh,PA,15212,339900,NA,4.0,3.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1154-Voskamp-St-Pittsburgh-PA-15212/11394902_zpid/
815 Geyer Rd,Pittsburgh,PA,15212,139000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/815-Geyer-Rd-Pittsburgh-PA-15212/11328831_zpid/
3507 Corona St,Pittsburgh,PA,15212,299900,4844.0,8.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3507-Corona-St-Pittsburgh-PA-15212/11605615_zpid/
62 Rostock,Spring Hill,PA,15212,29900,NA,2.0,2.0,32,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/62-Rostock-Spring-Hill-PA-15212/2094852631_zpid/
1411 Forsythe St,Pittsburgh,PA,15212,59000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1411-Forsythe-St-Pittsburgh-PA-15212/11498266_zpid/
712 Armandale St,Pittsburgh,PA,15212,119900,NA,3.0,1.0,272,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/712-Armandale-St-Pittsburgh-PA-15212/11387748_zpid/
2416 Mount Troy Rd,Pittsburgh,PA,15212,140000,1368.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2416-Mount-Troy-Rd-Pittsburgh-PA-15212/11610664_zpid/
104 Malcolm Ave,Pittsburgh,PA,15212,195900,1484.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/104-Malcolm-Ave-Pittsburgh-PA-15212/11327220_zpid/
3715 California Ave,Pittsburgh,PA,15212,175000,3300.0,6.0,3.0,50,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3715-California-Ave-Pittsburgh-PA-15212/11269109_zpid/
1102 Success St,Pittsburgh,PA,15212,33000,1020.0,2.0,1.0,93,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1102-Success-St-Pittsburgh-PA-15212/11499454_zpid/
1344 Lowrie St,Pittsburgh,PA,15212,100000,NA,4.0,3.0,46,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1344-Lowrie-St-Pittsburgh-PA-15212/11394593_zpid/
2334 Atmore St,Pittsburgh,PA,15212,39000,2256.0,6.0,2.0,274,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2334-Atmore-St-Pittsburgh-PA-15212/11499247_zpid/
1017 Chestnut St,Pittsburgh,PA,15212,119900,NA,3.0,3.0,200,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1017-Chestnut-St-Pittsburgh-PA-15212/2123805653_zpid/
1221 Woodland Ave,Pittsburgh,PA,15212,50000,2419.0,3.0,1.0,172,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1221-Woodland-Ave-Pittsburgh-PA-15212/11498711_zpid/
Brighton Rd,Pittsburgh,PA,15212,169000,1632.0,3.0,1.5,692,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123735446_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4001 Brighton Rd,Pittsburgh,PA,15212,184000,1742.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4001-Brighton-Rd-Pittsburgh-PA-15212/11268412_zpid/
19 Alpine Ave,Pittsburgh,PA,15212,299900,NA,3.0,3.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/19-Alpine-Ave-Pittsburgh-PA-15212/119343873_zpid/
26 Jacksonia St,Pittsburgh,PA,15212,119900,NA,2.0,1.0,353,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-Jacksonia-St-Pittsburgh-PA-15212/11387948_zpid/
2113 Federal,Fineview,PA,15212,53000,NA,5.0,2.0,52,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2113-Federal-Fineview-PA-15212/2095076393_zpid/
Island Ave,Pittsburgh,PA,15212,NA,3077.0,6.0,2.5,227,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126912610_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Monterey St,Pittsburgh,PA,15212,NA,1284.0,2.0,1.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863792_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mcclure Ave,Pittsburgh,PA,15212,NA,1845.0,3.0,1.5,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863745_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3347 Brighton Rd,Pittsburgh,PA,15212,119900,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3347-Brighton-Rd-Pittsburgh-PA-15212/11605772_zpid/
719 Armandale St,Pittsburgh,PA,15212,89900,NA,1.0,1.0,196,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/719-Armandale-St-Pittsburgh-PA-15212/11387740_zpid/
1057 Grand Ave,Pittsburgh,PA,15212,44900,NA,3.0,1.0,294,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1057-Grand-Ave-Pittsburgh-PA-15212/11606127_zpid/
Shadeland Ave,Pittsburgh,PA,15212,NA,3604.0,4.0,2.0,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623644_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Beckfield St,Pittsburgh,PA,15212,NA,1382.0,3.0,1.0,15,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863843_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
406 Jacksonia St,Pittsburgh,PA,15212,259900,2619.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/406-Jacksonia-St-Pittsburgh-PA-15212/11387906_zpid/
1265 Benton Ave,Pittsburgh,PA,15212,59900,NA,4.0,2.0,304,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1265-Benton-Ave-Pittsburgh-PA-15212/11268963_zpid/
2500 Spring Garden Ave,Pittsburgh,PA,15212,29900,NA,2.0,1.0,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2500-Spring-Garden-Ave-Pittsburgh-PA-15212/11610595_zpid/
2872 Mount Troy Rd,Pittsburgh,PA,15212,148000,1207.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2872-Mount-Troy-Rd-Pittsburgh-PA-15212/11610465_zpid/
1812 Rhine,Spring Hill,PA,15212,32000,NA,4.0,1.0,327,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1812-Rhine-Spring-Hill-PA-15212/2098384646_zpid/
Voskamp St,Pittsburgh,PA,15212,75000,2079.0,3.0,1.5,680,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121839154_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sampsonia Way,Pittsburgh,PA,15212,NA,1830.0,2.0,1.0,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882239_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
900 Madison Ave,Pittsburgh,PA,15212,115000,NA,5.0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/900-Madison-Ave-Pittsburgh-PA-15212/2103795429_zpid/
2819 Breker St,Pittsburgh,PA,15212,20250,1728.0,4.0,1.0,250,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/2819-Breker-St-Pittsburgh-PA-15212/11498301_zpid/
1249 Benton Ave,Pittsburgh,PA,15212,47000,NA,3.0,1.0,172,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1249-Benton-Ave-Pittsburgh-PA-15212/11268960_zpid/
1319 Sandusky St,Pittsburgh,PA,15212,120000,1400.0,NA,NA,965,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1319-Sandusky-St-Pittsburgh-PA-15212/11388755_zpid/
1611 Federal St,Pittsburgh,PA,15212,149900,1920.0,4.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/1611-Federal-St-Pittsburgh-PA-15212/11387980_zpid/
1322 Highwood St,Pittsburgh,PA,15212,42000,NA,2.0,2.0,56,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1322-Highwood-St-Pittsburgh-PA-15212/11498545_zpid/
20 Toberg St Aka 20 Plough St,Marshall Shadeland,PA,15212,2900,4356.0,NA,NA,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/20-Toberg-St-Aka-20-Plough-St-Marshall-Shadeland-PA-15212/2095667268_zpid/
1619 Antrim St,Pittsburgh,PA,15212,57500,NA,5.0,1.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1619-Antrim-St-Pittsburgh-PA-15212/11604095_zpid/
